point,lat,lon,tipo
BE143,-1.534722222,-49.383883333,TERMINAL
BE144,-0.991005556,-49.410355556,TERMINAL
BE149,-2.716666667,-48.497630556,TERMINAL
BE151,-2.3116,-48.522288889,TERMINAL
BE152,-2.310702778,-48.693705556,TERMINAL
BE153,-2.293108333,-48.792938889,TERMINAL
BE154,-2.263183333,-48.889208333,TERMINAL
BE156,-2.2214,-48.981002778,TERMINAL
BE157,-2.168413889,-49.066883333,TERMINAL
BE158,-2.105052778,-49.145508333,TERMINAL
BE159,-2.032319444,-49.215647222,TERMINAL
BE161,-1.951347222,-49.276202778,TERMINAL
BE162,-1.863411111,-49.326233333,TERMINAL
BE172,-1.139091667,-48.416369444,TERMINAL
BE179,-1.709213889,-49.43505,TERMINAL
BE181,-1.821872222,-49.399516667,TERMINAL
BE182,-1.913761111,-49.357086111,TERMINAL
BE183,-2.000002778,-49.304213889,TERMINAL
BE184,-2.0794,-49.241622222,TERMINAL
BE186,-2.15085,-49.170183333,TERMINAL
BE187,-2.213358333,-49.090880556,TERMINAL
BE188,-2.266058333,-49.004816667,TERMINAL
BE189,-2.308213889,-48.913183333,TERMINAL
BE191,-2.339238889,-48.817252778,TERMINAL
BE192,-2.3587,-48.718355556,TERMINAL
BE193,-2.366330556,-48.617869444,TERMINAL
BE194,-2.362225,-48.519211111,TERMINAL
BE196,-1.782638889,-49.360463889,TERMINAL
BE197,-1.697238889,-49.386141667,TERMINAL
BE198,-1.682605556,-49.496736111,TERMINAL
BE199,-1.430230556,-50.049008333,TERMINAL
BE363,-1.253055556,-48.348194444,TERMINAL
BE367,-1.505166667,-48.603833333,TERMINAL
BE368,-1.4465,-48.544333333,TERMINAL
BE371,-1.2905,-48.469,TERMINAL
BE378,-1.311666667,-48.407666667,TERMINAL
BE386,-1.182166667,-48.277333333,TERMINAL
BE387,-1.296166667,-48.258,TERMINAL
BE389,-1.576,-48.674666667,TERMINAL
BE391,-1.207166667,-48.462333333,TERMINAL
BE392,-1.462,-48.694,TERMINAL
BE393,-1.5965,-48.562333333,TERMINAL
BE401,-1.107,-48.452833333,TERMINAL
BE402,-1.181,-48.366,TERMINAL
BE403,-1.164666667,-48.552833333,TERMINAL
BE411,-1.161666667,-48.389666667,TERMINAL
BEL01,-1.301863889,-48.464238889,BRG_DIST
BEL02,-1.321963889,-48.4205,BRG_DIST
BEL03,-1.442530556,-48.477541667,BRG_DIST
BEL05,-1.3708,-48.466502778,BRG_DIST
BEL06,-1.390505556,-48.478455556,BRG_DIST
BEL07,-1.437013889,-48.543263889,TERMINAL
BEL08,-1.468088889,-48.477091667,BRG_DIST
BEL09,-1.47215,-48.336841667,BRG_DIST
BEL10,-1.388938889,-48.484191667,BRG_DIST
BEL11,-1.373933333,-48.476752778,BRG_DIST
BELIC,-11.301486111,-62.229891667,ICAO
BERLI,-23.64366667,-52.05366667,ICAO
BFR01,-22.924988889,-42.082797222,BRG_DIST
BG001,-31.330413889,-53.898525,TERMINAL
BG002,-31.328036111,-54.036097222,TERMINAL
BG003,-31.270202778,-53.965927778,TERMINAL
BG004,-31.212327778,-53.895844444,TERMINAL
BG005,-31.421763889,-54.150097222,TERMINAL
BG006,-31.209955556,-54.033247222,TERMINAL
BG007,-31.510655556,-54.258541667,TERMINAL
BG008,-31.570986111,-54.191111111,TERMINAL
BG009,-31.452944444,-54.1881,TERMINAL
BG011,-31.568366667,-54.329025,TERMINAL
BG012,-31.450288889,-54.325883333,TERMINAL
BG015,-31.359252778,-54.074025,TERMINAL
BH001,-19.834005556,-43.996841667,ICAO
BH002,-20.210333333,-43.9595,TERMINAL
BH003,-20.0505,-44.102833333,TERMINAL
BH006,-19.932,-44.4545,TERMINAL
BH007,-19.829177778,-44.010238889,TERMINAL
BH008,-20.296258333,-43.824825,TERMINAL
BH009,-19.379666667,-43.828,TERMINAL
BH011,-19.278666667,-43.921333333,TERMINAL
BH012,-19.865297222,-43.909633333,TERMINAL
BH013,-19.6395,-44.303333333,TERMINAL
BH014,-19.545458333,-44.357336111,TERMINAL
BH016,-18.949083333,-43.929486111,TERMINAL
BH017,-19.409080556,-43.288452778,TERMINAL
BH019,-20.0185,-44.131166667,TERMINAL
BH021,-20.297972222,-43.888647222,TERMINAL
BH022,-19.894908333,-43.826938889,TERMINAL
BH023,-20.177166667,-43.6865,TERMINAL
BH024,-20.173422222,-44.054147222,TERMINAL
BH026,-20.093666667,-43.414333333,TERMINAL
BH027,-20.008958333,-43.137672222,TERMINAL
BH029,-19.924483333,-43.744211111,TERMINAL
BH031,-19.954016667,-43.661455556,TERMINAL
BH037,-19.8352,-43.993541667,TERMINAL
BH041,-20.194,-43.961,TERMINAL
BH044,-19.807333333,-44.369166667,TERMINAL
BH048,-19.732208333,-44.383283333,TERMINAL
BH049,-19.545458333,-44.357336111,TERMINAL
BH051,-20.011277778,-44.21965,TERMINAL
BH052,-20.089458333,-44.252980556,TERMINAL
BH053,-20.253430556,-44.296083333,TERMINAL
BH054,-19.883069444,-43.860019444,TERMINAL
BH056,-19.669127778,-44.325747222,TERMINAL
BH057,-19.631688889,-44.366702778,TERMINAL
BH058,-19.498063889,-44.511961111,TERMINAL
BH061,-19.453238889,-44.250944444,TERMINAL
BH062,-19.281738889,-44.054980556,TERMINAL
BH063,-19.159075,-43.914519444,TERMINAL
BH064,-18.937711111,-43.740052778,TERMINAL
BH071,-19.954338889,-43.959233333,TERMINAL
BH072,-19.936333333,-43.488833333,TERMINAL
BH073,-19.820130556,-43.333775,TERMINAL
BH074,-20.232261111,-43.579158333,TERMINAL
BH076,-20.496677778,-43.457516667,TERMINAL
BH077,-20.859208333,-43.289886111,TERMINAL
BH079,-19.551366667,-43.668877778,TERMINAL
BH086,-19.79675,-44.280422222,TERMINAL
BH087,-19.808902778,-44.457038889,TERMINAL
BI001,-25.400427778,-49.235216667,BRG_DIST
BI002,-25.488833333,-49.196333333,TERMINAL
BI005,-25.445505556,-49.214727778,TERMINAL
BI006,-25.395131301,-48.756977035,TERMINAL
BI007,-25.364686111,-49.222397222,TERMINAL
BI008,-25.438555556,-49.201441667,TERMINAL
BI015,-25.363833333,-49.248211111,TERMINAL
BI048,-25.403605556,-48.784358333,TERMINAL
BI049,-25.334777778,-48.418188889,TERMINAL
BI053,-25.374636111,-49.008797222,TERMINAL
BI058,-25.373683333,-49.081172222,TERMINAL
BI059,-25.422575,-49.224125,TERMINAL
BI061,-25.4532,-49.180627778,TERMINAL
BI062,-25.472755556,-49.129666667,TERMINAL
BI063,-25.32125,-49.065788889,TERMINAL
BI067,-25.414919444,-49.235038889,TERMINAL
BI071,-25.386002778,-49.240575,TERMINAL
BI079,-25.461811111,-49.158191667,TERMINAL
BI101,-25.505313889,-49.0446,TERMINAL
BI102,-25.188297222,-49.222533333,TERMINAL
BI103,-25.325041667,-49.159661111,TERMINAL
BI104,-25.3336,-48.300275,TERMINAL
BI106,-25.329827778,-48.152975,TERMINAL
BI107,-25.649313889,-48.786025,TERMINAL
BI108,-25.057208333,-49.248136111,TERMINAL
BI109,-25.199061111,-49.637519444,TERMINAL
BI112,-25.666947222,-49.770936111,TERMINAL
BI113,-25.029477778,-48.448852778,TERMINAL
BI114,-25.114072222,-48.767305556,TERMINAL
BI116,-25.147897222,-49.037080556,TERMINAL
BI117,-25.235430556,-49.310505556,TERMINAL
BI118,-25.234847222,-49.22855,TERMINAL
BI119,-25.339205556,-48.532016667,TERMINAL
BI121,-25.324463889,-49.268244444,TERMINAL
BI122,-25.387316667,-49.239983333,TERMINAL
BI123,-25.329119444,-49.187966667,TERMINAL
BI124,-25.363155556,-49.250852778,TERMINAL
BI126,-25.378630556,-49.243891667,TERMINAL
BI127,-25.1556,-49.348341667,TERMINAL
BI128,-25.209333333,-49.322880556,TERMINAL
BIDEV,-16.23383333,-38.97233333,ICAO
BIGOD,-9.677833333,-67.21383333,ICAO
BILUX,-5.819,-26.22933333,ICAO
BINAS,-2.733,-60.85166667,ICAO
BISUD,-20.438994444,-44.301375,ICAO
BITAK,-23.63016667,-43.638,ICAO
BITOV,-12.250855556,-57.599422222,ICAO
BITOX,-22.886,-43.585833333,ICAO
BITUR,-24.93133333,-54.92483333,ICAO
BIVEL,-9.91185,-67.960711111,ICAO
BIVOB,-11.910575778,-55.716322667,ICAO
BIVOD,-25.356272222,-49.329377778,ICAO
BIVOX,-5.051486111,-37.272419444,ICAO
BIVUB,-27.430905556,-52.576011111,ICAO
BIVUR,-22.7985,-41.0125,ICAO
BIVUT,1.202833333,-63.35266667,ICAO
BIXAN,-21.360347222,-47.253241667,ICAO
BIXIG,-25.546313889,-49.584641667,ICAO
BIXOB,-25.005583333,-49.643058333,ICAO
BIXOG,-20.055974167,-40.2790575,ICAO
BLIND,-29.67616667,-56.657,ICAO
BOBAS,-9.047,-71.2695,ICAO
BOBAV,-4.134352778,-37.986497222,ICAO
BOBEM,-16.160122222,-47.951116667,ICAO
BOBIC,-23.190136111,-45.903986111,ICAO
BODAB,-6.119644444,-50.001994444,ICAO
BODAD,-19.642491667,-44.224155556,ICAO
BODAK,1.598666667,-29.99633333,ICAO
BODOP,-27.481488889,-48.494141667,ICAO
BODUM,-22.975572222,-42.054044444,ICAO
BOGEL,-25.301430556,-52.270852778,ICAO
BOGIG,-25.550130556,-49.671847222,ICAO
BOGIV,-2.315833333,-67.0045,ICAO
BOGUR,-8.748833333,-64.021,ICAO
BOGUT,-12.0,-39.203333333,ICAO
BOKAM,-3.442072222,-40.143466667,ICAO
BOKID,-8.574058333,-38.570566667,ICAO
BOKIM,-16.2523,-55.285427778,ICAO
BOKOV,-3.825,-32.544,ICAO
BOKUB,0.517763889,-45.960688889,ICAO
BOLAR,0.082866667,-51.022191667,ICAO
BOLAS,-23.2058,-46.869319444,ICAO
BOLEM,-23.158088889,-45.932663889,ICAO
BOLIN,-22.510633333,-46.731811111,ICAO
BOLIP,-24.796,-49.83216667,ICAO
BOLIR,-24.821610333,-54.400112833,ICAO
BOLOP,-7.862102778,-35.467238889,ICAO
BOMAG,-23.638586111,-46.777180556,ICAO
BOMEK,-2.171869444,-66.585669444,ICAO
BQ001,-21.196166667,-43.785166667,TERMINAL
BQ002,-21.262166667,-44.006166667,TERMINAL
BQ004,-21.020491667,-43.843025,TERMINAL
BQ007,-21.096416667,-43.905513889,TERMINAL
BQ008,-21.0496,-43.745647222,TERMINAL
BQ009,-21.260741667,-43.766002778,TERMINAL
BQ011,-21.100333333,-43.816488889,TERMINAL
BQ012,-21.180169444,-43.789925,TERMINAL
BQ021,-21.485394444,-43.776063889,TERMINAL
BQ022,-21.514461111,-43.678366667,TERMINAL
BQ023,-21.438455556,-43.615819444,TERMINAL
BQ024,-21.434644444,-43.705052778,TERMINAL
BQ026,-21.354825,-43.731705556,TERMINAL
BQ027,-21.322894444,-43.742361111,TERMINAL
BR001,-15.988166667,-48.1415,ICAO
BR002,-15.869907889,-47.773708333,TERMINAL
BR003,-15.875083333,-48.107,ICAO
BR004,-15.782833333,-48.142,ICAO
BR007,-15.876107972,-47.869236667,TERMINAL
BR009,-15.869111111,-48.013833333,ICAO
BR025,-15.858480556,-47.848852778,TERMINAL
BR026,-15.894812639,-47.609285694,ICAO
BR033,-16.153200222,-48.224594111,ICAO
BR038,-15.850085778,-48.21994875,ICAO
BR039,-16.015436222,-47.427934694,ICAO
BR042,-15.765027778,-47.865027778,ICAO
BR046,-15.977333333,-47.971694444,ICAO
BR047,-15.9695,-47.851,ICAO
BR051,-16.085666667,-48.097166667,ICAO
BR052,-16.058166667,-47.663833333,ICAO
BR056,-15.772777778,-47.985805556,ICAO
BR074,-15.814644444,-47.66075,TERMINAL
BR077,-15.934363167,-48.18679925,ICAO
BR079,-15.856575,-47.819525,TERMINAL
BR083,-15.902408333,-47.863516667,TERMINAL
BR084,-15.883644444,-47.986577778,TERMINAL
BR086,-15.936008333,-47.833280556,TERMINAL
BR087,-15.86165,-47.89775,TERMINAL
BR088,-15.863572222,-47.927563889,TERMINAL
BR093,-15.880669444,-47.939988889,TERMINAL
BR094,-15.963302778,-48.06765,TERMINAL
BR096,-15.892233333,-47.614719444,TERMINAL
BR098,-15.866877778,-47.979319444,TERMINAL
BR102,-15.610175,-47.646325,TERMINAL
BR104,-15.674847222,-48.407963889,TERMINAL
BR106,-16.213922222,-47.121561111,TERMINAL
BR107,-16.315472222,-46.874591667,TERMINAL
BR108,-15.84335,-47.616383333,TERMINAL
BR109,-15.841763889,-47.59225,TERMINAL
BR118,-15.490111111,-47.446738889,TERMINAL
BR124,-16.305741667,-47.030366667,TERMINAL
BR132,-12.122363889,-45.090669444,TERMINAL
BR133,-12.162086111,-45.165555556,TERMINAL
BR134,-12.250527778,-45.117141667,TERMINAL
BR136,-12.209727778,-45.255447222,TERMINAL
BR137,-12.073652778,-45.213966667,TERMINAL
BR142,-12.035980556,-44.928030556,TERMINAL
BR143,-11.996191667,-44.853213889,TERMINAL
BR144,-12.084561111,-44.804691667,TERMINAL
BR146,-11.948422222,-44.763463889,TERMINAL
BR147,-11.907838889,-44.901747222,TERMINAL
BR148,-16.150555556,-48.119191667,TERMINAL
BR151,-15.675516667,-48.188813889,TERMINAL
BR153,-16.284669444,-48.195113889,TERMINAL
BR154,-16.173094444,-48.308791667,TERMINAL
BR156,-15.592311111,-48.329127778,TERMINAL
BR157,-15.766958333,-47.895172222,TERMINAL
BR158,-15.571441667,-47.507494444,ICAO
BR159,-16.125894444,-47.461883333,TERMINAL
BRACE,-3.751275,-38.6241,ICAO
BRAKE,-20.62416667,-53.9795,ICAO
BRASA,-24.262458333,-50.305055556,ICAO
BREGA,-3.225,-59.48533333,ICAO
BRU01,-22.342269444,-49.058266667,BRG_DIST
BRUTI,-9.690397222,-55.989763889,ICAO
BU001,-22.368233333,-49.015063889,TERMINAL
BU002,-22.521633333,-48.948783333,TERMINAL
BU008,-22.322611111,-49.090952778,TERMINAL
BU011,-22.296861111,-49.133738889,TERMINAL
BU012,-22.271133333,-49.219236111,TERMINAL
BU013,-22.245361111,-49.3047,TERMINAL
BU014,-22.366602778,-49.252458333,TERMINAL
BU016,-22.394033333,-48.972097222,TERMINAL
BU017,-22.456011111,-48.911711111,TERMINAL
BU018,-22.517963889,-48.851275,TERMINAL
BU019,-22.523372222,-48.99175,TERMINAL
BUGAT,-3.619166667,-29.24316667,ICAO
BUMBA,-3.551166667,-65.76983333,ICAO
BUPKI,-15.1575,-53.4775,ICAO
BUPNA,-8.370444444,-61.354944444,ICAO
BUPTU,-13.360697222,-52.041711111,ICAO
BURLA,-5.247069444,-64.148722222,ICAO
BURPI,-29.263333333,-51.114333333,ICAO
BURVI,-19.925051443,-39.663641577,ICAO
BUSDU,-15.598669444,-44.112258333,ICAO
BUSUM,-5.883433333,-71.442077778,ICAO
BUSVO,-22.782322222,-42.847033333,ICAO
BUTAB,-4.127166667,-69.51,ICAO
BUTAK,-2.571811111,-44.074361111,ICAO
BUTAP,-0.263833333,-27.137,ICAO
BUTEP,-28.222672222,-49.461025,ICAO
BUTIG,-31.558527778,-52.3807,ICAO
BUTIM,-23.776747222,-46.681358333,ICAO
BUTKA,-10.287054833,-67.104668167,ICAO
BUTKI,-27.554688889,-49.370986111,ICAO
BUTMU,-27.060591667,-48.749336111,ICAO
BUTNO,-22.888030556,-45.359952778,TERMINAL
BUTOB,-8.268194444,-35.160611111,TERMINAL
BUTOD,-20.683377778,-44.079705556,ICAO
BUTOK,-29.187833333,-50.2055,ICAO
BUTRI,-4.6545,-46.368333333,ICAO
BUTRU,-22.699013889,-40.637708333,ICAO
BUVAG,-11.358145235,-61.442449918,ICAO
BUVAV,-15.869433333,-48.143647222,ICAO
BUVBA,-25.594833333,-49.1015,ICAO
BUVEB,-2.497544444,-55.386572222,ICAO
BUVIM,-20.170166667,-40.229,ICAO
BUVIP,1.370833333,-59.226666667,ICAO
BUVIT,-26.334427778,-48.647091667,ICAO
BUVKA,1.041666667,-65.148611111,ICAO
BUVKI,-10.576333333,-65.412833333,ICAO
BUVOL,-25.744788889,-49.017416667,ICAO
BUVRO,-27.007336111,-48.861305556,ICAO
BUVUX,-8.531213889,-63.911683333,ICAO
BUXAT,-20.243544444,-39.960266667,ICAO
BUXAV,-25.505516667,-47.816469444,ICAO
BUXEB,-13.773477778,-55.393108333,ICAO
BUXEV,-29.624902778,-51.346119444,ICAO
BUXUK,-23.763908333,-47.815869444,ICAO
BUXUM,-26.016405556,-49.027663889,ICAO
BUXUP,-5.836744444,-35.3042,ICAO
BV001,2.908275,-60.494963889,TERMINAL
BV002,2.854097222,-60.680077778,TERMINAL
BV003,2.833333333,-60.922355556,TERMINAL
BV004,2.665052778,-60.837097222,TERMINAL
BV006,2.719175,-60.938311111,TERMINAL
BV007,2.854141667,-60.895072222,TERMINAL
BV008,2.889894444,-60.604988889,TERMINAL
BV009,2.927891667,-60.530763889,TERMINAL
BV011,3.027636111,-60.542913889,TERMINAL
BV012,2.973477778,-60.441688889,TERMINAL
BV013,2.859327778,-60.457694444,TERMINAL
BV014,2.868311111,-60.64715,DESIGNED
BV016,3.971152778,-64.411936111,TERMINAL
BV017,3.94045,-64.334361111,TERMINAL
BV018,3.909736111,-64.256794444,TERMINAL
BV019,3.862544444,-64.364944444,TERMINAL
BV021,4.018352778,-64.303780556,TERMINAL
BV022,2.67545,-60.803469444,TERMINAL
BV023,3.017244444,-60.576497222,TERMINAL
BV024,2.838533333,-60.485033333,TERMINAL
BVI01,2.749961111,-60.878119444,TERMINAL
BVI02,2.821908333,-60.731519444,TERMINAL
BVI03,2.864258333,-60.645397222,DESIGNED
BVI04,2.739888889,-60.852713889,TERMINAL
BVI05,2.908275,-60.494963889,TERMINAL
BVI06,2.840813589,-60.70084707,DESIGNED
BVI07,2.842136111,-60.701619444,TERMINAL
BVI08,2.823452778,-60.733175,TERMINAL
BW001,-15.906216667,-52.583547222,TERMINAL
BW002,-16.023888889,-52.596436111,TERMINAL
BW003,-16.036311111,-52.474713889,TERMINAL
BW004,-15.971277778,-52.529158333,TERMINAL
BW006,-15.918625,-52.461936111,TERMINAL
BW009,-15.804063889,-52.316069444,TERMINAL
BW011,-15.751261111,-52.249025,TERMINAL
BW017,-15.816161111,-52.194463889,TERMINAL
BW018,-15.698419444,-52.182033333,TERMINAL
BW019,-15.686336111,-52.303527778,TERMINAL
BW021,-15.830436111,-52.349622222,TERMINAL
CA001,-24.935370583,-53.572289139,TERMINAL
CA002,-24.876182028,-53.637016444,TERMINAL
CA003,-24.805345472,-53.559175722,TERMINAL
CA004,-24.946978194,-53.714944944,TERMINAL
CA007,-25.194934111,-53.287329778,TERMINAL
CA008,-25.064988889,-53.430280556,TERMINAL
CA009,-25.124056,-53.3653225,TERMINAL
CA011,-25.053065667,-53.287497306,TERMINAL
CA012,-25.195003861,-53.443239028,TERMINAL
CA013,-25.041025,-53.456594444,TERMINAL
CA014,-24.959358333,-53.546027778,TERMINAL
CAB11,-27.13239166,-52.66907222,TERMINAL
CALVO,-18.42883333,-39.0125,ICAO
CAMBU,-23.2455,-51.392,ICAO
CARAM,-17.09916667,-39.21266667,ICAO
CARMO,-23.791,-51.75,ICAO
CARVE,2.699333333,-35.116,ICAO
CAYAM,-22.375897222,-49.002319444,ICAO
CB001,-22.979833333,-42.366833333,TERMINAL
CB002,-23.058333333,-42.275666667,TERMINAL
CB003,-22.874,-42.318333333,TERMINAL
CB004,-22.959,-42.260833333,TERMINAL
CB006,-22.941333333,-42.172166667,TERMINAL
CB007,-22.8625,-41.777,TERMINAL
CB008,-22.784333333,-41.868,TERMINAL
CB009,-22.968666667,-41.825166667,TERMINAL
CB012,-22.9015,-41.971333333,TERMINAL
CB016,-22.995594444,-42.181008333,TERMINAL
CB017,-22.912119444,-42.027047222,TERMINAL
CB018,-22.957627778,-42.245741667,TERMINAL
CB019,-22.884958333,-41.897738889,TERMINAL
CB021,-22.896041667,-41.95055,TERMINAL
CB024,-22.932602389,-42.128103361,TERMINAL
CB026,-22.910269444,-42.015484028,TERMINAL
CB027,-22.897691667,-42.204747222,TERMINAL
CB028,-22.846105889,-41.943698222,TERMINAL
CB029,-22.946644444,-42.192883333,TERMINAL
CB031,-22.935644444,-42.140030556,TERMINAL
CB032,-22.938373556,-41.921146583,TERMINAL
CB033,-22.907105556,-42.003372222,TERMINAL
CB051,-22.930888889,-42.117369444,TERMINAL
CB052,-22.931725,-42.123666667,TERMINAL
CB053,-22.911144444,-42.019883333,TERMINAL
CBO02,-9.314330556,-55.059402778,TERMINAL
CBO03,-9.3436,-54.917386111,TERMINAL
CBO05,-9.322533333,-55.014641667,TERMINAL
CBO12,-9.297833333,-55.139333333,TERMINAL
CBO14,-9.323866667,-55.013186111,TERMINAL
CBO16,-9.321386111,-55.060563889,TERMINAL
CBO17,-9.330119444,-54.976680556,TERMINAL
CBO18,-9.359772222,-54.872888889,TERMINAL
CBO19,-9.334925,-54.953388889,TERMINAL
CBO30,-9.3525,-54.791333333,TERMINAL
CBO31,-9.369530556,-54.791283333,TERMINAL
CC001,-9.280261111,-55.224444444,TERMINAL
CC002,-9.214452778,-55.154033333,TERMINAL
CC003,-9.368505556,-55.186275,TERMINAL
CC004,-9.387027778,-54.706052778,TERMINAL
CC006,-9.370077778,-54.788611111,TERMINAL
CC007,-9.298836111,-54.744333333,TERMINAL
CC008,-9.452922222,-54.776425,TERMINAL
CC009,-9.353111111,-54.871161111,TERMINAL
CEILA,-23.2823,-51.282658333,ICAO
CERVA,-22.738733333,-48.052372222,ICAO
CF005,-19.64150425,-43.961527778,TERMINAL
CF006,-19.366469444,-44.213075,TERMINAL
CF007,-19.349963889,-44.263313889,TERMINAL
CF008,-19.321222222,-44.350669444,TERMINAL
CF009,-19.220186111,-44.491563889,TERMINAL
CF012,-19.559305556,-44.037477778,TERMINAL
CF013,-19.653019444,-44.222177778,TERMINAL
CF022,-19.648227778,-43.955855556,TERMINAL
CF031,-19.339509954,-44.235212976,TERMINAL
CF033,-19.259377778,-43.821994444,TERMINAL
CF036,-20.292333333,-43.417166667,TERMINAL
CF037,-19.808,-43.512833333,TERMINAL
CF038,-19.721786111,-43.660536111,TERMINAL
CF039,-19.577708333,-43.879644444,TERMINAL
CF041,-19.744680556,-43.531802778,TERMINAL
CF044,-20.071833333,-43.521666667,TERMINAL
CF046,-19.911166667,-43.597666667,TERMINAL
CF047,-19.826166667,-43.729833333,TERMINAL
CF048,-19.639333333,-43.963666667,TERMINAL
CF049,-19.665594444,-43.939277778,TERMINAL
CF051,-20.139305556,-44.393672222,TERMINAL
CF052,-19.761672222,-44.204102778,TERMINAL
CF054,-19.440091667,-44.090030556,TERMINAL
CF061,-19.60985,-44.118941667,TERMINAL
CF062,-19.660444444,-44.232980556,TERMINAL
CF064,-19.961541667,-43.640525,TERMINAL
CF066,-19.474925,-43.861780556,TERMINAL
CF068,-19.42305,-43.276252778,TERMINAL
CF071,-19.764680556,-44.292244444,TERMINAL
CF072,-19.883361111,-44.324280556,TERMINAL
CF153,-19.665644444,-44.082288889,TERMINAL
CF172,-19.532313889,-43.921680556,TERMINAL
CF173,-19.472647222,-43.976761111,TERMINAL
CF174,-19.467955556,-44.051480556,TERMINAL
CF176,-19.605961111,-44.137397222,TERMINAL
CF177,-19.534044444,-44.132344444,TERMINAL
CF178,-19.538822222,-44.056444444,TERMINAL
CF179,-19.573183333,-44.024705556,TERMINAL
CF180,-19.572419444,-44.096933333,TERMINAL
CF181,-19.505738889,-44.016594444,TERMINAL
CF188,-19.594563889,-44.004938889,TERMINAL
CG026,-20.177105556,-54.031911111,TERMINAL
CG027,-19.862011111,-54.970327778,TERMINAL
CG028,-20.194033333,-54.862466667,TERMINAL
CG029,-20.404666667,-54.467475,TERMINAL
CG031,-20.540525,-54.742086111,TERMINAL
CG032,-20.602330556,-54.801758333,TERMINAL
CG033,-20.676425,-54.873847222,TERMINAL
CG034,-20.534661111,-54.880633333,TERMINAL
CG036,-20.669938889,-54.723125,TERMINAL
CG037,-20.307275,-54.973044444,TERMINAL
CG038,-20.803447222,-54.233902778,TERMINAL
CG039,-20.972369444,-54.202975,TERMINAL
CG041,-20.898819444,-54.313152778,TERMINAL
CG042,-20.7692,-54.545697222,TERMINAL
CG043,-20.521305556,-54.579727778,TERMINAL
CG044,-20.249061111,-55.341213889,TERMINAL
CG046,-20.394772222,-55.023619444,TERMINAL
CG047,-20.386322222,-54.737377778,TERMINAL
CG048,-20.269944444,-54.625258333,TERMINAL
CG049,-20.120238889,-54.779797222,TERMINAL
CG051,-20.262902778,-54.304511111,TERMINAL
CG052,-20.393744444,-54.744536111,TERMINAL
CG053,-20.337336111,-54.546411111,ICAO
CG054,-20.399336111,-54.60595,ICAO
CG056,-20.432291667,-54.637663889,ICAO
CG057,-20.262861111,-54.475077778,ICAO
CG058,-20.400047222,-54.601536111,ICAO
CG059,-20.527283333,-54.585488889,ICAO
CG362,-20.6025,-54.801833333,TERMINAL
CH002,-27.148366667,-52.556286111,TERMINAL
CH005,-27.141319444,-52.606108333,TERMINAL
CH006,-27.161366667,-52.464,TERMINAL
CH008,-27.177136111,-52.353272222,TERMINAL
CH013,-27.073594444,-52.409791667,ICAO
CH016,-27.259772222,-52.442394444,ICAO
CH020,-27.080930556,-52.697752778,TERMINAL
CH023,-27.096608333,-52.747016667,TERMINAL
CH024,-27.12715,-52.705958333,TERMINAL
CH026,-27.119261194,-52.7613115,TERMINAL
CH027,-27.104747722,-52.86274975,TERMINAL
CH028,-27.088831306,-52.973378944,TERMINAL
CH029,-27.006268917,-52.883912333,TERMINAL
CH031,-27.126713861,-52.709010972,TERMINAL
CH032,-27.192346611,-52.917321556,TERMINAL
CH037,-27.031488889,-52.575719444,TERMINAL
CH038,-27.0134,-52.664383333,TERMINAL
CH039,-27.075325,-52.680163889,TERMINAL
CH041,-27.174275,-52.371919444,TERMINAL
CHINK,-18.342019444,-51.588438889,ICAO
CHIRE,-17.146783333,-48.9176,ICAO
CHORD,-23.082244444,-45.430697222,ICAO
CI008,-7.300066667,-47.199772222,TERMINAL
CI009,-7.206516667,-47.291308333,TERMINAL
CI011,-7.306680556,-47.283369444,TERMINAL
CI012,-7.313280556,-47.366969444,TERMINAL
CI013,-7.406844444,-47.275427778,TERMINAL
CI014,-7.316838889,-47.412113889,TERMINAL
CIA01,-15.643161111,-56.120538889,TERMINAL
CIA02,-15.661519444,-56.110075,TERMINAL
CIA03,-15.833883333,-56.020441667,TERMINAL
CIA04,-15.836188889,-56.019213889,TERMINAL
CIDER,-24.1305,-40.27316667,ICAO
