icao,name,longitude,latitude,elevation
SNFO,Formiga Airport,-45.48360061645508,-20.395299911499023,3337
SNFP,Fazenda Pirapó Airport,-55.788612365722656,-12.181388854980469,1273
SNFQ,Fazenda Paineira Airport,-45.763611,-22.147502,3001
SNFT,Fazenda Serinhaém Airport,-38.989373,-13.834423,9
SNFU,Frutal Airport,-48.958401,-20.0028,1808
SNFW,Benjamin de Moura Leal Airport,-42.247088,-8.391481,833
SNFX,São Félix do Xingu Airport,-51.9523,-6.6413,656
SNFZ,Fazenda Villa Terezinha Airport,-43.939852,-17.405837,2765
SNGA,Guarapari Airport,-40.491901,-20.6465,30
SNGB,Gilbués Airport,-45.368457,-9.830924,1414
SNGD,Guadalupe Airport,-43.58219909667969,-6.782219886779785,564
SNGE,Ilha do Retiro Heliport,-34.90194,-8.06667,66
SNGF,Fazenda Manacá Heliport,-35.504722595214844,-8.191389083862305,1749
SNGG,Bom Jesus do Gurguéia Airport,-44.37110137939453,-9.057250022888184,1066
SNGI,Guanambi Airport,-42.746101,-14.2082,1815
SNGK,Fazenda Bela Vista Airport,-48.97222137451172,-19.04833221435547,1984
SNGL,Boa Vista Heliport,-47.559444,-23.181944,1949
SNGM,Fazenda Epemaju Airstrip,-50.965282,-5.559945,787
SNGN,Garanhuns Airport,-36.4716,-8.83428,2533
SNGP,Fazenda Santa Maria Airport,-48.86916732788086,-18.586944580078125,2624
SNGR,Gorotire Airport,-51.133888244628906,-7.783610820770264,656
SNGS,Aeroclube de Alagoas Airport,-35.752795,-9.584875,285
SNGT,Gentio de Ouro Airport,-42.5181999206543,-11.441699981689451,3501
SNGX,Guaxupé Airport,-46.730835,-21.325766,2786
SNGY,Fazenda Santapazienza Heliport,-46.8267,-23.0683,2520
SNGZ,Bardahl Heliport,-46.845,-23.340278,3182
SNHA,Comandante Endeel Gabriel Helipad,-44.251246,-2.484987,125
SNHB,Base de Paracuru Heliport,-39.00027847289999,-3.40027809143,20
SNHC,Hospital Regional de Caraguatatuba Helipad,-45.44,-23.657222,118
SNHD,Fazenda Floresta do Lobo Airport,-48.130278,-19.0775,3159
SNHE,Fazenda Inhumas do Chapadão Airport,-48.193333,-19.305833,2792
SNHF,Figaro Heliport,-47.816985,-15.774067,3294
SNHG,Fazenda Varjadão Airport,-49.621111,-12.341389,794
SNHH,Helibrás Heliport,-45.478057861328125,-22.426666259765625,2762
SNHI,Polo Industrial Heliport,-36.38444519042969,-5.127500057220459,49
SNHJ,Usina de José Bonifácio Airport,-49.914722,-21.095,1404
SNHM,HELPN Morro da Gavazza Heliport,-38.530689,-13.007736,154
SNHN,Megafort Heliport,-44.0533332824707,-19.891111373901367,2913
SNHR,Fazenda Água Santa Airport,-47.359499,-19.364173,3478
SNHS,Santa Magalhães Airport,-38.328888,-8.061433,1542
SNHT,Togni Heliport,-46.59611129760742,-21.780277252197266,3885
SNHU,FazendaBola Sete Airport,-47.47,-4.57,699
SNHV,Vaska Heliport,-46.409476,-23.388919,2651
SNHW,Fazenda Agro-Maratá Airport,-46.22833251953125,-4.3222222328186035,1001
SNHY,Hospital Esperança Heliport,-34.89500045776367,-8.066944122314453,159
SNHZ,Amazonas State Government Palace Heliport,-60.060239,-3.092774,213
SNIB,Itaberaba Airport,-40.269901,-12.5,929
SNIC,Irecê Airport,-41.84700012207031,-11.339900016784668,2561
SNID,Instituto Doutor Arnaldo Heliport,-46.66777801513672,-23.55611038208008,3038
SNIE,Caetité Airport,-42.494001,-14.012329,3202
SNIF,Fazenda Serra Dourada Airport,-56.43611145019531,-5.717222213745117,443
SNIG,Iguatu Airport,-39.294448,-6.346319,699
SNIJ,Suape Helipad,-35.008932,-8.363247,47
SNIM,Pegoraro Joaçaba Heliport,-51.516238,-27.175885,2119
SNIN,Prainha Airport,-53.489909,-1.784101,151
SNIO,Cipó Airport,-38.486946,-11.125278,732
SNIP,Itapetinga Airport,-40.277198791503906,-15.244500160217283,915
SNIQ,Morro do Ouro II Heliport,-46.878991,-17.177657,2395
SNIR,Fazenda Mata Escura Airport,-43.5988883972168,-5.7427778244018555,712
SNIS,Fazenda Rio Largo Airport,-43.597778,-5.196944,459
SNIT,Ibotirama Airport,-43.22209930419922,-12.16860008239746,1398
SNIU,Ipiaú Airport,-39.68399,-14.173538,433
SNIV,Fazenda Jumari Airport,-49.88542,-18.646843,1424
SNIW,Fazenda Carmelo Airport,-55.330596,-21.479299,1637
SNIX,Fazenda Masutti Airport,-59.100278,-13.553333,1617
SNIZ,Fazenda Jaqueline Airport,-60.119444,-12.8825,1772
SNJA,Capivari Airport,-50.511431,-30.134621,43
SNJB,Jacobina Airport,-40.553101,-11.1632,1640
SNJD,Fazenda Jardim,-52.658446,-18.43107,2598
SNJE,Fazenda Trijunção Airport,-46.005,-14.795278,3097
SNJF,Rural Verde Airport,-43.518764,-12.64743,1453
SNJI,Fazenda Fortaleza de Santa Terezinha Airport,-44.64950180053711,-17.186800003051758,2077
SNJJ,Fazenda Vô Anízio Airport,-55.379722,-20.715278,837
SNJK,Jequié Airport,-40.071602,-13.8777,646
SNJM,Aeroporto Elias Breder Airport,-42.183887,-20.259722,2723
SNJN,Januária Airport,-44.385502,-15.4738,1575
SNJP,João Pinheiro Airport,-46.119998931884766,-17.787500381469727,2990
SNJQ,Jequitinhonha Airport,-41.03689956665039,-16.4419002532959,853
SNJR,Prefeito Octávio de Almeida Neves Airport,-44.225299,-21.085638,3117
SNJU,Nossa Senhora da Penha Airport,-52.746539,-10.812993,1138
SNJV,Fazenda Santa Mônica Airport,-43.73833,-15.998333,2077
SNJX,Hospital Monte Sinai Heliport,-43.364834,-21.781061,2776
SNJZ,Fazenda Jaú Airport,-52.935777,-7.090949,735
SNKA,Fazenda Perto d`Água Heliport,-48.9075,-23.253889,2041
SNKB,Aeroclube Airport,-35.990276,-7.178333,1926
SNKC,Cocos Airport,-44.54666667,-14.17277778,2018
SNKD,Conceição do Mato Dentro Airport,-43.43389892578125,-19.020299911499023,2196
SNKE,Fazenda São Francisco Airstrip,-45.321389,-18.581944,1955
SNKF,Das Bandeirinhas Airport,-43.797444,-20.738585,3478
SNKH,Creputiá Airport,-57.117222,-8.116944,984
SNKI,Cachoeiro do Itapemirim - Raimundo de Andrade Airport,-41.1856,-20.834299,256
SNKJ,Fazenda Rio Dourado Airport,-51.446711,-8.33482,912
SNKK,Caicó Airport,-37.0783,-6.43917,600
SNKN,Currais Novos Airport,-36.540279388427734,-6.280832767486572,1148
SNKO,Brotas de Macaúbas Airport,-42.634899,-11.9994,2667
SNKP,Conquista do Pontal Airport,-52.110901,-22.385159,1342
SNKR,Corrente Airport,-45.136391,-10.451944,1552
SNKS,Santa Rita de Cássia Airport,-44.51572,-10.98927,1503
SNKU,Canudos Airport,-39.032776,-9.903055,1220
SNKV,Fazenda Campo Verde Airport,-50.516700744599994,1.04278004169,49
SNKY,Fazenda Cikel Airport,-48.823451,-3.65731,354
SNLA,Fazenda Lagoa das Antas Airport,-49.719444274902344,-6.567500114440918,899
SNLB,Fazenda Magdalena Airstrip,-65.708531,-9.203051,466
SNLG,Serra do Cipó Airport,-43.746387,-19.398611,2621
SNLI,Abaeté Airport,-45.494801,-19.1556,2178
SNLL,Brennand Heliport,-35.03974,-8.580003,3
SNLN,Linhares Municipal Airport,-40.07128,-19.355202,138
SNLO,São Lourenço Airport,-45.044498,-22.0909,2871
SNLQ,Fazenda Conforto Airport,-50.41590118408203,-14.065799713134766,1001
SNLR,Itautec Heliport,-46.57194519042969,-23.530832290649418,2438
SNLT,Paulistana Airport,-41.15388870239258,-8.166388511657715,1181
SNLU,Fazenda Boa Luz Airport,-37.196016,-10.838153,171
SNLY,Lagoa da Prata Airport,-45.554901123046875,-20.061399459838867,2159
SNLZ,Fazenda Boca da Mata Airport,-49.5911102295,-9.43194389343,669
SNMA,Monte Alegre Airport,-54.0742,-1.9958,325
SNMC,Macaúbas Airport,-42.672298,-13.025,2133
SNMD,Mundico Coelho Airport,-56.843234,-6.837733,469
SNME,Costa dos Coqueiros Airport,-38.023664,-12.490391,233
SNMF,Agropastoril Monte Alegre Airport,-46.25055694580078,-21.350555419921875,2841
SNMG,Miguel Dias Heliport,-38.4908332824707,-3.766666889190674,66
SNMI,Mina Caraíba Airport,-39.886667,-9.83,1476
SNMJ,Maracás Airport,-40.4333000183,-13.4333000183,3280
SNMK,Mocambinho Airport,-43.97909927368164,-15.093000411987305,1519
SNML,Manduca Leão Airport,-35.824949,-9.544221,387
SNMN,Minas Novas Airport,-42.539165,-17.263889,2707
SNMP,Fazenda Marocopa Airport,-46.544106,-17.324341,1752
SNMQ,Tigre Heliport,-48.866206,-26.316964,108
SNMR,Maraú Airport,-39.006603,-14.143352,30
SNMT,Profitus Helipad,-45.45551,-23.916507,148
SNMU,Mucuri Airport,-39.864321,-18.048901,276
SNMV,Fazenda Flávia Airport,-53.751654,-18.347233,1250
SNMX,São Mateus - Ernesto Bonomo Airport,-39.833698,-18.7213,98
SNMY,Medic Life Helipad,-46.856907,-23.48512,2749
SNMZ,Porto de Moz Airport,-52.236026,-1.741307,52
SNNB,Fazenda Cana Brava Airport,-46.30172,-17.173798,1772
SNNC,Rio Capim Airport,-47.893055,-2.820278,236
SNNE,São João Nepomuceno Airport,-43.02111053466797,-21.542221069335938,1322
SNNF,Nossa Senhora de Fátima Airport,-42.705555,-5.033611,607
SNNJ,Fazenda Santa Cruz Airport,-46.839056,-14.21848,1529
SNNM,Entre Rios Airport,-51.495162,-25.56849,3688
SNNN,Fazenda Buriti II Airport,-45.997848,-15.989751,1673
SNNO,Fazenda São Domingos Airport,-59.850057,-14.05894,1001
SNNP,Nilo Peçanha Airport,-52.16722106933594,-8.066944122314453,984
SNNU,Nanuque Airport,-40.329662,-17.823158,656
SNNX,Fazenda Boa Vista Airport,-61.354722,-12.8275,745
SNOB,Sobral Public Airport,-40.336802,-3.67889,210
SNOC,Morro do Chapéu Airport,-41.180055,-11.533278,3586
SNOD,SKYJU Airport,-37.323831,-11.421918,10
SNOE,Oeiras Airport,-42.167247,-7.01835,873
SNOF,Ouro Fino Airport,-46.392418,-22.297213,2818
SNOG,Ceará Mirim Airport,-35.41365,-5.661399,171
SNOI,Fazenda Rio Mutuca Airport,-58.163115,-10.434484,758
SNOK,Fazenda Chão de Estrelas Airport,-47.656222,-2.332414,126
SNOL,Agropecuária Mariana Airport,-56.216799,-9.969649,1001
SNOM,Fazenda Guaporeí Airport,-60.220738,-15.00665,1027
SNON,Royal Palm Hall Helipad.,-47.070944,-22.939742,2382
SNOQ,Fazenda Agropecuária Crioulo Airport,-55.145457,-23.599379,1224
SNOS,José Figueiredo Municipal Airport,-46.662011,-20.731838,2697
SNOT,Fazenda Santa Fé do Guaporé Airport,-59.88146,-14.013917,951
SNOU,Feijó Airport,-70.340821,-8.141213,551
SNOV,Povoado de Camaçari Airport,-36.291983,-10.122006,279
SNOW,Fazenda Turmalina Airport,-50.972232,-21.982995,1378
SNOX,Oriximiná Airport,-55.836201,-1.71408,262
SNOZ,Coronel Alexandre Raposo Airport,-44.1213,-2.52097,154
SNPA,Pará de Minas Airport,-44.6012,-19.8426,2753
SNPC,Picos Airport,-41.525871,-7.061385,1099
SNPD,Patos de Minas Airport,-46.491292,-18.672673,2794
SNPI,De Piatã Airport,-41.771946,-13.165556,4157
SNPJ,Patrocínio Airport,-46.98270034790039,-18.909400939941406,3229
SNPK,WF Heliport,-49.14675,-26.821561,167
SNPL,Fazenda Pacuruxu Airport,-51.72888946533203,-21.25638961791992,1181
SNPN,Fazenda Água Fria Airport,-50.92583465576172,-21.030277252197266,1378
SNPO,Pompeu Airport,-45.02330017089844,-19.20330047607422,2313
SNPP,Morro de São Paulo Airport,-38.913689,-13.428781,33
SNPQ,Pesqueira Airport,-36.637813,-8.374808,2067
SNPR,Gilson Machado Heliport,-35.616111755371094,-8.1997222900390625,1529
SNPS,Fazenda Córrego da Ponte Airport,-46.762402,-15.2601,3277
SNPU,Paraguaçu Airport,-45.75170135498047,-21.55920028686523,2838
SNPV,Solidão Airport,-50.557139,-30.692516,56
SNPX,Pirapora Airport,-44.86029815673828,-17.3169002532959,1808
SNPY,São Sebastião do Paraíso Airport,-46.9832,-20.9482,3110
SNPZ,Pedra Azul Airport,-41.16722106933594,-16.067222595214844,2625
SNQA,Fazenda Tracajá Airport,-47.86222076416016,-2.6405560970306396,138
SNQC,IGESP Heliport,-46.650833,-23.561111,2890
SNQD,Sousa Airport,-38.233398,-6.78544,745
SNQE,Fazenda Serra Grande Airport,-49.84000015258789,-6.068889141082764,682
SNQG,Cangapara Airport,-43.077301,-6.84639,689
SNQH,Wheaton Heliport,-46.567035,-23.715128,2605
SNQI,Fazenda Camagril Agropecuária Airport,-57.34111022949219,-14.118056297302246,2756
SNQK,Muro Alto Beach Resort Heliport,-34.983333587646484,-8.43722152709961,39
SNQM,Queimadas Airport,-39.62055587768555,-10.988332748413086,1050
SNQN,Fazenda Estrela Airport,-52.569736,-13.15562,1102
SNQP,Fazenda São Francisco Airport,-50.23030090332031,-20.5674991607666,1437
SNQR,Fazenda Bahia - Don Bosco Airport,-57.23333358764648,-16.7277774810791,3
SNQS,Fazenda Nossa Senhora Auxiliadora Airport,-54.030555725097656,-22.304443359375,1001
SNQT,Fazenda Estrela do Sul Airport,-53.47972106933594,-23.795833587646484,1542
SNQU,Mucugê Airport,-41.444099,-13.0312,3461
SNQV,Curvelo Airport,-44.458427,-18.749965,2205
SNQW,Cururu Airport,-57.739871,-7.564736,453
SNQX,Quixadá Airport,-38.987622,-4.979006,735
SNQY,Colina Verde Heliport,-47.795644,-21.22932,2129
SNRA,Nossa Senhora da Abadia Airport,-48.586541,-14.655641,2041
SNRB,Fazenda Rosa de Maio Airport,-56.108461,-4.31616,102
SNRC,Ouro Verde Heliport,-49.332202,-25.507931,3155
SNRD,Prado Airport,-39.271131,-17.296976,89
SNRE,Fazenda Rebeca Airport,-43.871498,-12.6827,1575
SNRF,Ecofabril Heliport,-46.938558,-23.175832,2375
SNRG,Furnas Centrais Elétricas S/A Heliport,-43.19111251831055,-22.955278396606445,262
SNRI,Riviera de São Lourenço Heliport,-46.056224,-23.798053,23
SNRL,Folhamatic Heliport,-47.324642,-22.759016,1886
SNRM,Remanso Airport,-42.115917,-9.579994,1332
SNRN,Fazenda Vinte de Maio Airport,-49.97111129760742,-21.80888938903809,1509
SNRP,Rio Paranaíba Airport,-46.2406005859375,-19.212499618530273,3757
SNRQ,Porto Rico Airport,-57.37944412231445,-6.1041669845581055,331
SNRR,Fazenda Aratau Airport,-50.163867,-4.151456,541
SNRU,Caruaru Airport,-36.0135,-8.28239,1891
SNRV,Fazenda Rio Vermelho Airport,-49.463890075683594,-6.882778167724609,450
SNRX,Riachão Airport,-46.6338996887207,-7.350279808044434,1312
SNRY,Redpoint I Heliport,-43.934722900390625,-19.97249984741211,3812
SNRZ,Oliveira Airport,-44.8653,-20.7146,3334
SNSC,Sacramento Airport,-47.42219924926758,-19.89310073852539,3288
SNSD,Franor Airport,-45.722453,-12.91656,2664
SNSE,Sento Sé Airport,-41.854662,-9.7576,1306
SNSF,Fazenda Entre Rios Airport,-57.101212,-21.358627,1050
SNSG,Salgueiro Airport,-39.136398,-8.04716,1539
SNSH,São José Airport,-54.734431,-2.574525,440
SNSI,Santa Maria do Suaçuí Airport,-42.46611022949219,-18.198610305786133,1575
SNSJ,Fazenda Fogliatelli Airport,-58.573333740234375,-13.529722213745115,1723
SNSK,Santa Rita do Sapucai Airport,-45.639991,-22.27298,2851
SNSL,Fazenda Califórnia Airport,-53.818049,0.338457,1680
SNSM,Salinópolis Airport,-47.336111,-0.696111,105
SNSO,Serro Airport,-43.42409896850586,-18.60849952697754,2428
SNSQ,Centro Empresarial Nações Unidas - Torre Norte Heliport,-46.696388244599994,-23.6102771759,2900
SNSR,Fazenda Santos Reis Airport,-46.97869873046875,-17.54789924621582,2165
SNSS,Salinas Airport,-42.321999,-16.2083,2504
SNST,Souto Soares Airport,-41.640701,-12.0973,2753
SNSU,Chácara Araguaia Airport,-49.15766,-6.882288,485
SNSW,Soure Airport,-48.519759,-0.697844,32
SNSX,Fazenda São Martinho Airport,-51.255308,-20.357312,1148
SNSY,Fazenda São José Airport,-56.495498,-20.942881,1247
SNTA,Fazenda São Miguel Airport,-50.11639022827149,-21.86861038208008,1444
SNTD,Fazenda Mamoneira Airport,-46.5010986328125,-16.586200714111328,1862
SNTE,Terras II Heliport,-47.306111,-23.342778,2139
SNTF,9 de Maio - Teixeira de Freitas Airport,-39.668499,-17.524392,344
SNTH,Fazenda São Francisco Heliport,-45.033333,-3.211666,49
SNTI,Óbidos Municipal Airport,-55.514596,-1.867981,328
SNTK,Monte Carmelo Airport,-47.485187,-18.718712,2969
SNTL,Brigadeiro Sampaio Airport,-40.37473,-4.857619,1207
SNTM,Turmalina Airport,-42.733890533447266,-17.233888626098633,2894
SNTN,Gama Helipad,-46.856024,-23.484847,2713
SNTO,Juscelino Kubitscheck Airport,-41.513599,-17.8923,1572
SNTP,Agropalma Airport,-48.75194549560547,-2.525278091430664,66
SNTQ,Buritirama Airport,-43.65470123291016,-10.724200248718262,1690
SNTR,Piritiba Airport,-40.569499969499994,-11.7381000519,1896
SNTS,Aeroporto Brigadeiro Firmino Ayres,-37.251598,-7.03899,869
SNTY,Correntina Airport,-44.62207,-13.379952,2159
SNUA,Fazenda Paulista Airport,-54.409799,-25.392105,820
SNUB,Ubá Airport,-42.881901,-21.121,1115
SNUC,Açu Airport,-36.960899,-5.59505,364
SNUE,Aero Sepé Aviação Agrícola Airport,-53.639973,-30.18543,509
SNUG,Fazenda Eunice Airport,-59.6227798462,-14.9555559158,787
SNUH,Piumhi Airport,-45.9928016663,-20.438600540200003,2444
SNUI,Araçuaí Airport,-42.045633,-16.851571,1076
SNUN,Unaí Airport,-46.9277,-16.356501,1998
SNUO,Banco Central Helipad,-43.182777,-22.902012,443
SNUP,Usina Porto Rico Airport,-36.22249984741211,-9.802778244018556,404
SNUQ,Pão de Açúcar Heliport,-46.65533,-23.57404,2651
SNUR,Iguatemi Empresarial Helipad,-38.490611,-3.753724,180
SNUS,Usina Delta I Airport,-47.771367,-19.941324,2100
SNUT,Utinga Airport,-41.074501,-12.1055,1962
SNUX,Fazenda Santo Antônio Airport,-53.308492,-21.410506,1133
SNUZ,Usina Coruripe Airport,-36.18639,-10.094107,210
SNVA,Fazenda Bela Vista Airport,-50.63166809082031,-7.987500190734863,1037
SNVB,Valença Airport,-38.992401,-13.2965,21
SNVC,Viçosa Airport,-42.841946,-20.744722,2162
SNVD,Santa Maria da Vitória Airport,-44.222878,-13.404851,1850
SNVE,Fazenda Vale das Estrelas Heliport,-43.140896,-22.270898,2792
SNVF,Banco Itaú Helistop,-43.223701,-22.899591,207
SNVH,Fazenda Santa Helena Airport,-58.13833236694336,-16.168611526489258,492
SNVI,Mélio Viana Public Airport,-45.26818,-21.789115,3203
SNVN,Fazenda Santa Clara Airport,-50.757018,-21.305062,1529
SNVO,Fazenda Pontal Airport,-50.970002,-19.970496,1329
SNVR,Aeroclube da Bahia Airport,-38.665727,-13.024053,12
SNVS,Breves Airport,-50.443600000000004,-1.63653,98
SNVT,Pires do Rio Heliport,-46.546894,-23.615587,2477
SNVU,Fazenda Itatuba Airport,-46.859697,-20.432625,2260
SNVV,Valente Airport,-39.440988,-11.411776,1096
SNVW,Fazenda Santa Paula Airport,-60.056667,-14.016944,771
SNVX,Helisul Slin Heliport,-48.624635,-27.542352,63
SNVY,Aeródromo de  Fazenda Ouro Verde,-55.365276,-23.976944,1299
SNWC,Camocim - Pinto Martins Airport,-40.859299,-2.895596,16
SNWD,Fazenda Guavirá Airport,-54.60833358764648,-23.430278778076172,1335
SNWF,Fazenda Cachoeirinha Airport,-55.231666564941406,-22.43805694580078,1476
SNWG,Fazenda Iporã Airport,-54.048893,-23.582209,591
SNWH,Fazenda São Mateus Airport,-53.545769,-22.963045,883
SNWI,Fazenda São João do Guapore Airport,-60.009167,-14.068889,594
SNWJ,Fazenda Rancho Alegre Airport,-58.62472152709961,-15.208056449890137,1345
SNWK,Fazenda Santa Terezinha Airport,-54.266387939453125,-16.6744441986084,722
SNWM,Fazenda Bonito Airport,-51.197617,-20.387468,1181
SNWN,Fazenda Aliança Airport,-54.391648000000004,-16.670708,968
SNWO,Fazenda Vera Cruz Airport,-54.62444305419922,-23.017778396606445,1001
SNWQ,Fazenda Santa Cecília Airport,-54.336362,-29.330071,1257
SNWR,Wilma Rabelo Airport,-51.82708,-2.636603,201
SNWS,Crateús Airport,-40.704201,-5.21135,1043
SNWU,Fazenda Ponte Quinhá Airport,-55.50928,-23.005477,1575
SNWV,Viganó 3 Heliport,-44.395334,-19.725484,2356
SNWW,Paradise Golf Heliport,-46.258624,-23.590501,2477
SNWY,Rodoviária Heliport,-40.353172,-20.321814,3
SNXB,Caxambu Airport,-44.96817,-21.917066,2838
SNXC,Viganó II Heliport,-44.072406,-19.953922,3238
SNXE,Aero Z Ferrus Airport,-51.120833,0.993333,239
SNXF,Retiro Santo Antônio da Fazenda Triunfo Airport,-56.996995,-17.892909,394
SNXG,Fazenda dos Castanhais Airport,-49.361131,-6.774796,745
SNXH,Itapecuru Airport,-44.021529,-4.513833,184
SNXJ,Juscelino Plaza Helipad,-46.675565,-23.589155,2651
SNXK,Fazenda Lagoa do Triunfo Airport,-52.769169,-6.536944,558
SNXL,Primavera Airport,-52.153889,-12.616667,1201
SNXQ,Xique-Xique Airport,-42.683399,-10.8341,1401
SNXR,Fazenda Conforto Airport,-56.520532,-7.389945,771
SNXT,Pousada Alvorada Airport,-56.021894,-17.181518,407
SNXV,Tranquilo Testolin Airport,-45.107601,-18.7582,2009
SNXX,Maxaranguape Airport,-35.5284,-5.38414,305
SNXY,Cikel Brasil Verde Airport,-50.525951,-2.694926,98
SNYA,Almeirim Airport,-52.578214,-1.479524,584
SNYB,Ituiutaba Airport,-49.487442,-19.002434,1985
SNYE,Pinheiro Airport,-45.105003,-2.477426,66
SNYF,Fazenda Parnaíba Airport,-46.074772,-8.509897,1847
SNYG,Naturágua Heliport,-38.473307,-3.832385,16
SNYH,Fazenda Vale Sereno Airport,-51.172743,-8.700599,1096
SNYI,Fazenda HJ Airport,-47.296011,-16.611883,2815
SNYJ,Pista São Jorge Airport,-57.401467,-6.135433,810
SNYK,Cumbuco Heliport,-38.733047,-3.623912,3
SNYP,Chácara Paraíso Airport,-48.298706,-1.317782,69
SNYR,Fazenda Água Azul Airport,-56.552703,-5.942021,509
SNYS,WD Agroindustrial Airport,-45.995484,-18.222582,3199
SNYT,Ituaçu Airport,-41.302299,-13.8283,1755
SNYU,Iturama Airport,-50.22018,-19.71799,1558
SNYV,Fazenda Socôco Airport,-48.642923,-2.119009,102
SNYW,Antônio Guerreiro Airport,-44.651114,-2.109444,245
SNZA,Pouso Alegre Airport,-45.919102,-22.2892,2904
SNZC,Fazenda Águas Claras Airport,-54.508514,-23.333609,1273
SNZE,Aeroxingu Airport,-52.19025,-3.168979,369
SNZG,Fazenda São Benedito Airport,-48.236658,-23.861232,2034
SNZH,Fazenda Pequena Holanda Airport,-46.136162,-9.009188,2835
SNZI,Helvétia Heliport,-47.159988,-23.059923,2077
SNZJ,Edifício América Helipad,-48.173643,-21.80497,2260
SNZK,Fazenda Canadá Airport,-44.039101,-15.0243,1510
SNZM,JCPM Trade Center Helipad,-34.881865,-8.089764,282
SNZN,Fazenda Naná Porã Airport,-55.185006,-23.839362,1329
SNZO,Fazenda Bebida Velha Airport,-35.536667,-5.297096,131
SNZR,Pedro Rabelo de Souza Airport,-46.883099,-17.242599,2359
SNZT,Fazenda Recreio Airport,-48.333146,-3.504396,499
SNZU,Fazenda Nova Conceição Airport,-48.231727,-2.855909,243
SNZV,Fazenda Jamaica Airport,-47.477739,-3.722566,361
SNZW,Ituberá Airport,-39.140377,-13.731571,23
SNZX,WSTC Helipad,-38.479427,-3.788185,253
SNZZ,Muzzi Airport,-36.198891,-9.968121,331
SSAA,Hospital da Unimed Heliport,-43.919601,-19.921843,2871
SSAB,Moisés Lupion Airport,-50.263,-23.762199,1968
SSAD,Fazenda Ribeirão Airport,-52.917599,-18.764,2736
SSAE,Arroio Grande Airport,-53.055544,-32.229154,161
SSAF,Aeroclube de Foz do Iguaçu Airport,-54.470508,-25.36971,840
SSAG,Fazenda Lobo Airport,-52.726921,-19.711728,1410
SSAH,Fazenda Sorriso Airport,-51.223622,-11.527549,728
SSAI,Fazenda Panamá Airport,-46.797615,-14.10529,1640
SSAK,Carlos Ruhl Airport,-53.610095,-28.657934,1542
SSAL,Mostardeiro Heliport,-51.204054,-30.028309,364
SSAN,Andirá Airport,-50.2271,-23.027335,1608
SSAO,Fazenda Olhos D'Água Airport,-40.274425,-12.009456,1329
SSAP,Captain João Busse Airport,-51.384301,-23.609099,2625
SSAQ,Aeroclube Airport,-52.516701,-28.250601,1969
SSAR,Fazenda Jacaré Airport,-53.967499,-21.503056,1214
SSAS,Edifício Serrador Helipad,-43.176246,-22.911802,292
SSAU,Centeno Airport,-51.430526,-30.745976,43
SSAV,Fazenda Amonguijá Airport,-57.475126,-21.689941,400
SSAY,Sítio Pouso do Aviador Airport,-54.48339,-20.48616,1946
SSAZ,Quatro Barras Heliport,-49.084809,-25.376624,3041
SSBC,Fazenda Barra do Tietê Airport,-51.588612,-20.72611,1115
SSBF,Fazenda JL Airport,-51.38345,-20.002079,1400
SSBG,Aeroclube de Bento Gonçalves Airport,-51.540791,-29.147424,2209
SSBI,Condomínio Irmãos Gatto Airport,-46.302258,-11.85146,2851
SSBK,Fazenda Araruna Airport,-54.641158,-17.583754,1886
SSBL,Blumenau Airport,-49.093569,-26.831661,60
SSBN,Belém Novo Airport,-51.182148,-30.188978,16
SSBP,Parque Barigui Heliport,-49.315429,-25.430927,2936
SSBQ,Marfrig Bataguassu MS Airport,-52.4805,-21.744471,1224
SSBR,Bandeirantes Airport,-50.423099517822266,-23.072799682617188,1319
SSBT,Fazenda Santa Ilídia Airport,-53.095477,-22.323932,942
SSBU,Fazenda Baguassu Airport,-57.146527,-21.45465,1132
SSBV,Bela Vista Airport,-56.538601,-22.0816,770
SSBW,Fazenda Boa Sorte Airport,-55.016881,-20.914864,1197
SSBX,Fazenda Lageado Airport,-54.796101,-18.445355,728
SSBY,Orlando Chesini Ometto Airport,-56.7939,-20.099501,443
SSCA,Fazenda Pantanal Airport,-52.604213,-18.73438,2730
SSCB,Fazenda Santa Maria Airport,-49.934503,-13.769686,830
SSCC,SC401 Square Corporate Helipad,-48.509863,-27.53462,115
SSCD,Chapadão do Sul Airport,-52.488116,-18.839125,2680
SSCE,Aeroclube de Bagé,-54.134724,-31.327778,728
SSCF,Max Fontoura Airport,-49.524194,-25.426398,3140
SSCG,Orla 62 Helipad,-44.195884,-23.038528,115
SSCH,Fazenda Cachoeirão Airport,-53.226976,-21.598487,1066
SSCI,Coxim Airport,-54.714699,-18.477699,965
SSCJ,Fazenda Celeiro Airport,-54.661987,-21.545365,1071
SSCK,Olavo Cecco Rigon Airport,-52.051755,-27.180511,2461
SSCL,Cassilândia Airport,-51.676941,-19.146861,1568
SSCM,Fazenda Caçadinha Airport,-54.79561,-21.61412,1299
SSCN,Canela Airport,-50.831729,-29.370091,2746
SSCO,Comandante Marilda Zaiden de Mesquita Airport,-52.451879,-31.775068,33
SSCP,Cornélio Procópio Airport,-50.602868,-23.152711,1860
SSCQ,Salcã Airport,-54.929386,-29.900249,285
SSCR,Balduino Helmuth Jope Airport,-54.054699,-24.512699,1381
SSCT,Engenheiro Gastão de Mesquita Filho Airport,-52.642091,-23.69157,1837
SSCU,Fazenda Santa Marina Airport,-50.481324,-8.86894,1007
